time,open,high,low,close,tick_volume,spread,real_volume
2025-02-13 02:00:00,2905.83,2906.97,2904.57,2906.92,345,7,0
2025-02-13 02:05:00,2906.86,2908.61,2906.83,2907.08,394,7,0
2025-02-13 02:10:00,2907.08,2908.07,2906.55,2907.85,307,7,0
2025-02-13 02:15:00,2907.85,2908.48,2907.78,2908.22,271,7,0
2025-02-13 02:20:00,2908.22,2908.45,2905.04,2905.26,542,7,0
2025-02-13 02:25:00,2905.28,2906.94,2904.81,2906.55,407,7,0
2025-02-13 02:30:00,2906.55,2907.34,2906.3,2906.6,237,7,0
2025-02-13 02:35:00,2906.6,2907.29,2906.22,2907.13,167,7,0
2025-02-13 02:40:00,2907.13,2908.9,2907.09,2908.76,336,7,0
2025-02-13 02:45:00,2908.75,2909.04,2908.0,2908.27,513,7,0
2025-02-13 02:50:00,2908.27,2908.36,2907.03,2907.07,442,7,0
2025-02-13 02:55:00,2907.07,2907.59,2905.97,2906.46,710,7,0
2025-02-13 03:00:00,2906.46,2907.24,2903.45,2903.79,1267,7,0
2025-02-13 03:05:00,2903.79,2904.99,2903.44,2904.23,818,7,0
2025-02-13 03:10:00,2904.23,2906.15,2903.91,2905.67,924,7,0
2025-02-13 03:15:00,2905.67,2906.55,2904.15,2904.28,1010,7,0
2025-02-13 03:20:00,2904.28,2904.76,2902.19,2902.19,779,7,0
2025-02-13 03:25:00,2902.19,2903.33,2901.73,2902.49,698,7,0
2025-02-13 03:30:00,2902.49,2903.19,2901.51,2902.79,970,7,0
2025-02-13 03:35:00,2902.79,2903.7,2902.29,2903.22,762,7,0
2025-02-13 03:40:00,2903.31,2904.66,2903.12,2904.25,730,7,0
2025-02-13 03:45:00,2904.25,2906.12,2904.24,2904.98,966,7,0
2025-02-13 03:50:00,2904.97,2906.82,2904.81,2906.82,742,7,0
2025-02-13 03:55:00,2906.82,2907.4,2905.67,2906.04,497,7,0
2025-02-13 04:00:00,2906.04,2907.24,2905.3,2906.95,685,7,0
2025-02-13 04:05:00,2906.95,2907.0,2905.29,2906.1,862,7,0
2025-02-13 04:10:00,2906.1,2907.07,2905.59,2906.25,891,7,0
2025-02-13 04:15:00,2906.25,2907.26,2906.25,2906.95,450,7,0
2025-02-13 04:20:00,2906.95,2907.3,2906.5,2906.72,516,7,0
2025-02-13 04:25:00,2906.73,2907.56,2906.48,2907.13,581,7,0
2025-02-13 04:30:00,2907.13,2908.92,2906.98,2907.59,931,7,0
2025-02-13 04:35:00,2907.59,2908.92,2907.59,2908.68,930,7,0
2025-02-13 04:40:00,2908.68,2908.95,2907.93,2908.34,695,7,0
2025-02-13 04:45:00,2908.31,2908.68,2907.55,2908.25,679,7,0
2025-02-13 04:50:00,2908.25,2908.35,2906.81,2908.18,831,7,0
2025-02-13 04:55:00,2908.18,2908.99,2908.17,2908.79,794,7,0
2025-02-13 05:00:00,2908.79,2909.21,2907.25,2908.29,675,7,0
2025-02-13 05:05:00,2908.28,2908.68,2908.03,2908.24,564,7,0
2025-02-13 05:10:00,2908.24,2908.97,2908.24,2908.68,493,7,0
2025-02-13 05:15:00,2908.68,2910.92,2908.59,2910.92,853,7,0
2025-02-13 05:20:00,2910.92,2913.94,2910.89,2913.7,1261,7,0
2025-02-13 05:25:00,2913.7,2917.25,2913.22,2915.04,1292,7,0
2025-02-13 05:30:00,2915.04,2916.93,2914.24,2914.68,802,7,0
2025-02-13 05:35:00,2914.68,2916.87,2914.23,2916.81,472,7,0
2025-02-13 05:40:00,2916.81,2917.78,2916.11,2916.72,718,7,0
2025-02-13 05:45:00,2916.72,2918.06,2916.37,2916.86,528,7,0
2025-02-13 05:50:00,2916.86,2918.02,2916.69,2917.2,481,7,0
2025-02-13 05:55:00,2917.2,2917.83,2916.2,2916.53,536,7,0
2025-02-13 06:00:00,2916.53,2917.45,2916.18,2916.78,619,7,0
2025-02-13 06:05:00,2916.78,2918.51,2916.69,2917.6,793,7,0
2025-02-13 06:10:00,2917.6,2918.61,2917.48,2918.52,631,7,0
2025-02-13 06:15:00,2918.52,2918.53,2917.17,2917.32,476,7,0
2025-02-13 06:20:00,2917.32,2917.72,2916.31,2917.49,606,7,0
2025-02-13 06:25:00,2917.47,2917.89,2917.41,2917.58,298,7,0
2025-02-13 06:30:00,2917.58,2917.86,2917.5,2917.77,333,7,0
2025-02-13 06:35:00,2917.76,2918.89,2917.67,2918.31,599,7,0
2025-02-13 06:40:00,2918.31,2918.67,2916.64,2917.34,584,7,0
2025-02-13 06:45:00,2917.34,2919.13,2916.77,2918.84,419,7,0
2025-02-13 06:50:00,2918.84,2919.24,2918.05,2918.12,368,7,0
2025-02-13 06:55:00,2918.12,2919.0,2917.98,2918.48,356,7,0
2025-02-13 07:00:00,2918.48,2918.73,2918.2,2918.35,307,7,0
2025-02-13 07:05:00,2918.35,2919.68,2917.77,2919.47,500,7,0
2025-02-13 07:10:00,2919.47,2920.43,2918.95,2919.98,600,7,0
2025-02-13 07:15:00,2919.98,2920.99,2919.89,2920.65,582,7,0
2025-02-13 07:20:00,2920.66,2922.54,2920.35,2922.44,547,7,0
2025-02-13 07:25:00,2922.44,2922.87,2922.26,2922.42,628,7,0
2025-02-13 07:30:00,2922.42,2922.51,2920.18,2920.68,700,7,0
2025-02-13 07:35:00,2920.68,2922.09,2920.25,2920.56,630,7,0
2025-02-13 07:40:00,2920.56,2920.97,2920.24,2920.87,578,7,0
2025-02-13 07:45:00,2920.87,2921.02,2919.64,2919.81,792,7,0
2025-02-13 07:50:00,2919.8,2919.83,2916.63,2916.9,1086,7,0
2025-02-13 07:55:00,2916.91,2918.75,2916.45,2918.06,1152,7,0
2025-02-13 08:00:00,2918.06,2918.9,2914.64,2915.31,1023,7,0
2025-02-13 08:05:00,2915.31,2918.42,2914.62,2918.29,1242,7,0
2025-02-13 08:10:00,2918.31,2918.42,2916.5,2917.29,1058,7,0
2025-02-13 08:15:00,2917.29,2917.89,2916.65,2917.01,912,7,0
2025-02-13 08:20:00,2917.01,2917.12,2915.33,2915.95,1363,7,0
2025-02-13 08:25:00,2915.97,2916.96,2915.72,2916.17,664,7,0
2025-02-13 08:30:00,2916.17,2916.19,2914.28,2914.58,1041,7,0
2025-02-13 08:35:00,2914.58,2914.61,2912.72,2913.65,1140,7,0
2025-02-13 08:40:00,2913.65,2915.9,2913.53,2914.12,761,7,0
2025-02-13 08:45:00,2914.12,2915.15,2913.62,2914.89,639,7,0
2025-02-13 08:50:00,2914.89,2915.88,2914.34,2915.86,660,7,0
