Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2020-01-02,67.85954284667969,67.89775418065835,66.57815309878687,66.57815309878687,28132000
2020-01-03,67.52654266357422,68.11413851636064,66.7763706736208,66.8913075877724,23728000
2020-01-06,69.19154357910156,69.3051855511388,66.99749701628362,66.99749701628362,34646000
2020-01-07,69.14838409423828,69.6272904458637,69.00148323222915,69.3766752580606,30054000
2020-01-08,69.69329071044922,70.05358738047906,69.02430463002621,69.08583956646167,30560000
2020-01-09,70.46302032470703,70.83522872013066,69.98857426760912,70.49974743078216,30018000
2020-01-10,70.95433807373047,71.21235167314282,70.38957362655471,70.84664056812932,36414000
2020-01-13,71.42579650878906,71.48981525869341,70.77021391646954,71.2719515924114,33046000
2020-01-14,71.01141357421875,71.55334669890598,70.88685187551155,71.41488927905296,31178000
2020-01-15,71.42430877685547,71.53324061620381,70.97815395037745,70.97815395037745,25654000
2020-01-16,72.04464721679688,72.0590427260816,71.50965829520423,71.83323541868478,23474000
2020-01-17,73.46846771240234,73.51338079134683,72.36822222612999,72.60097359932806,47924000
2020-01-21,73.66748809814453,74.03721268737883,73.01239767610865,73.40545344385005,40734000
2020-01-22,73.7444076538086,74.60117907976469,73.69378482934606,73.99503039104304,32216000
2020-01-23,73.77913665771484,74.21933937263805,73.55333691999178,73.82827524843472,27024000
2020-01-24,72.78956604003906,74.21809888383184,72.71710384500471,74.1235549915752,35692000
2020-01-27,71.1612777709961,71.3682293216221,70.53100280630098,71.01736053217846,35104000
2020-01-28,72.08733367919922,72.25805792416695,71.09031014666691,71.61289520522637,31548000
2020-01-29,72.38858032226562,72.72604563015618,71.79850067980185,72.39701619770298,21554000
2020-01-30,72.25011444091797,72.32157705806684,71.28535017791077,71.46202648613372,26788000
2020-01-31,71.17765808105469,72.95929369358639,70.89477607989122,72.89825097457529,48344000
2020-02-03,73.74390411376953,73.9453958183067,72.40643931507562,72.55581639579194,60736000
2020-02-04,71.81486511230469,72.92801423343394,70.7840982798532,72.31114286492772,78660000
2020-02-05,71.87244415283203,72.64713615775062,70.99552206378603,72.57666555309214,39724000
2020-02-06,73.26201629638672,73.5483665197424,71.93893953448685,71.97665864546519,33588000
2020-02-07,73.4109115600586,73.73894898231123,72.77170089384359,72.8188478961046,23446000
2020-02-10,74.8724365234375,74.913131666126,73.16723128976777,73.16723128976777,28398000
2020-02-11,74.87789916992188,75.91214195202885,74.72147200319553,75.02777603896615,26892000
2020-02-12,75.34838104248047,75.46873236839308,74.84416706874579,75.16029281288144,23352000
2020-02-13,75.16921997070312,75.79055927256776,74.66996610624523,75.07145014795417,18590000
2020-02-14,75.47095489501953,75.47095489501953,74.8059368685173,75.21586434239704,23956000
2020-02-18,75.41785430908203,76.01140219865952,75.06649328372505,75.1860949138138,22414000
2020-02-19,75.76625061035156,76.03503245583889,75.50371615942464,75.68585232180874,18986000
2020-02-20,75.3424301147461,75.91265444804617,74.78014943857715,75.5334943788793,21932000
2020-02-21,73.70270538330078,75.0478637347588,73.47094603775304,74.84017010396849,34634000
2020-02-24,70.55036163330078,71.31364175736718,70.04416367533321,70.77467716318912,57342000
2020-02-25,68.90570068359375,71.3717024837463,68.6054546959806,71.11661947805261,49566000
2020-02-26,69.14043426513672,70.2580590131553,68.43671263578089,69.28733511403237,44048000
2020-02-27,65.41388702392578,68.07462558918532,65.36822425383973,67.5960146343348,59566000
2020-02-28,66.46797180175781,66.55779795953224,63.07690561160681,63.39948692858151,75782000
2020-03-02,68.93844604492188,69.02579596948837,65.84688724094975,67.07740421904745,48630000
2020-03-03,66.57022094726562,69.98262352182273,66.10421075689521,69.45011833670682,48046000
2020-03-04,68.80990600585938,68.88782804208445,66.6555699506885,67.45556952259929,38266000
2020-03-05,65.4610366821289,67.43969621876708,64.76921918313089,67.00743712292649,51226000
2020-03-06,64.43721771240234,64.82480607075242,62.583123528213726,63.377663381742515,53212000
2020-03-09,60.32554626464844,62.270954400594015,59.55333810175723,59.81636473923211,67308000
2020-03-10,63.54291534423828,63.58063445702522,60.48485020188023,62.53100416104369,52228000
2020-03-11,60.3181037902832,62.57864945260726,59.358303408094095,62.01984088982192,52170000
2020-03-12,55.33051300048828,59.24912479138592,55.250614507320506,55.88088571721534,84534000
2020-03-13,60.532493591308594,60.53398160690987,55.44132961698443,58.511155024302106,74002000
2020-03-16,53.81289291381836,57.184456166498244,53.32207493078379,54.39204904668074,85048000
2020-03-17,55.57319259643555,56.122073478803294,52.40743364996148,54.24862392923676,77230000
2020-03-18,54.43174743652344,54.913137492244836,51.47790034307881,52.43224458033451,84668000
2020-03-19,55.349369049072266,57.46748167922218,52.61081069570766,54.24564765415218,73022000
2020-03-20,53.216861724853516,56.77368459680732,52.877904656679654,56.363261133090674,72036000
2020-03-23,52.43770980834961,53.167238830694636,50.299544890365645,52.67096099631564,80882000
2020-03-24,56.30073165893555,56.32753108457433,54.12504842065362,54.77765494835936,66890000
2020-03-25,54.71413803100586,57.01736300253817,53.89627081566852,55.904213641147635,81630000
2020-03-26,57.65508270263672,58.06302241255653,54.26947200496514,55.17617339435995,71434000
2020-03-27,55.12207794189453,57.105205367309125,54.8838666886535,55.864510713304924,64170000
2020-03-30,56.91413497924805,57.15284601417532,54.41587402341311,55.833241144653286,51482000
2020-03-31,57.70768737792969,58.328034728919434,56.48337220866736,56.93796292921503,49728000
2020-04-01,54.86946487426758,56.064008185180604,54.464009027827835,55.682368160509604,46884000
2020-04-02,55.62480545043945,55.9235634087798,54.41190228365983,54.50420847802494,39298000
